id,complaint_text,department,issue_type,locality,duration_text,latitude,longitude,status
C1279,"Manhole lid broken with Sewage Overflow near school in Shahdara, life-threatening for children.",Sewage,Sewage Overflow,Shahdara,almost 10 days,28.673122,77.289959,Pending
C1766,Underground Water Contamination near Police Station causing street flooding in Lajpat Nagar.,Water,Water Contamination,Lajpat Nagar,5 days,28.567685,77.2448,In Progress
C1884,Continuous gridlock and Traffic Congestion due to illegal encroaching near Post Office in Rohini Sector 14.,Traffic,Traffic Congestion,Rohini Sector 14,almost 10 days,28.718855,77.134223,In Progress
C2036,Pack of aggressive stray dogs causing Public Nuisance near Main Market in Dwarka Sector 6.,Other,Public Nuisance,Dwarka Sector 6,almost 10 days,28.583448,77.058758,Resolved
C2035,Auto-rickshaws blocking entry with Traffic Congestion outside Govt Senior Secondary School in Rohini Sector 14.,Traffic,Traffic Congestion,Rohini Sector 14,48 hours,28.716818,77.130652,Resolved
C1444,Uncovered electrical junction box with Power Outage near children's park in Karol Bagh.,Electrical,Power Outage,Karol Bagh,2 days,28.651759,77.189376,Pending
C1500,Missing directional signboard and Traffic Signal Down near Mother Dairy in Shahdara.,Traffic,Traffic Signal Down,Shahdara,5 days,28.671893,77.28622,In Progress
C1740,Pack of aggressive stray dogs causing Encroachment near Central Park in Karol Bagh.,Other,Encroachment,Karol Bagh,2 days,28.651785,77.191569,In Progress
C1211,"Uncollected garbage and Dead Animal rotting in Krishna Nagar for 3 days, breeding mosquitoes.",Sanitation,Dead Animal,Krishna Nagar,3 days,28.658282,77.279766,In Progress
C1170,"Massive Dead Animal accumulating near Post Office in Connaught Place for 5 days, terrible stench.",Sanitation,Dead Animal,Connaught Place,5 days,28.633167,77.215941,In Progress
C1320,Illegal waste and Overflowing Bin dumped openly beside Mother Dairy in Civil Lines.,Sanitation,Overflowing Bin,Civil Lines,almost 10 days,28.67838,77.223039,Pending
C1602,Public health emergency due to unattended Illegal Dumping near school gate in Lajpat Nagar.,Sanitation,Illegal Dumping,Lajpat Nagar,almost 10 days,28.568006,77.243998,Resolved
C1598,Unauthorized commercial establishment causing Public Nuisance late night in Mayur Vihar Phase 1 for for past 4 days.,Other,Public Nuisance,Mayur Vihar Phase 1,for past 4 days,28.609571,77.293452,Resolved
C1887,No drinking water received in Lajpat Nagar due to Pipeline Burst since last almost 10 days.,Water,Pipeline Burst,Lajpat Nagar,almost 10 days,28.568581,77.244551,Pending
C1977,Missing directional signboard and Traffic Signal Down near Post Office in Connaught Place.,Traffic,Traffic Signal Down,Connaught Place,almost 10 days,28.630078,77.21565,Resolved
C1288,"Public park in Mayur Vihar Phase 1 has Broken Bench for for past 4 days, unsafe for walking.",Parks,Broken Bench,Mayur Vihar Phase 1,for past 4 days,28.610519,77.294987,Resolved
C1735,"Hazardous live Broken Street Light hanging dangerously low near Main Market in Indirapuram, risk of electric shock.",Electrical,Broken Street Light,Indirapuram,almost 10 days,28.641108,77.369883,In Progress
C1872,Unauthorized commercial establishment causing Encroachment late night in Shahdara for 5 days.,Other,Encroachment,Shahdara,5 days,28.671895,77.286574,Resolved
C1203,"Massive Illegal Dumping accumulating near Post Office in Vasant Kunj for 24 hours, terrible stench.",Sanitation,Illegal Dumping,Vasant Kunj,24 hours,28.529971,77.154738,In Progress
C1965,Contaminated foul-smelling water coming from taps in Rohini Sector 14 for 48 hours.,Water,Water Leakage,Rohini Sector 14,48 hours,28.719831,77.134168,Pending
C1257,"Massive Dead Animal accumulating near Mother Dairy in Karol Bagh for 48 hours, terrible stench.",Sanitation,Dead Animal,Karol Bagh,48 hours,28.651515,77.191611,Pending
C1829,Missing directional signboard and Illegal Parking near Main Market in Dwarka Sector 6.,Traffic,Illegal Parking,Dwarka Sector 6,48 hours,28.581107,77.061142,Manual Review
C1410,"Major Pipeline Burst on the main line near Mother Dairy in Indirapuram, whole sector affected.",Water,Pipeline Burst,Indirapuram,24 hours,28.642926,77.371479,Resolved
C2170,Unauthorized commercial establishment causing Noise Pollution late night in Connaught Place for 2 weeks.,Other,Noise Pollution,Connaught Place,2 weeks,28.630079,77.215992,Pending
C1447,Public health emergency due to unattended Overflowing Bin near school gate in Saket.,Sanitation,Overflowing Bin,Saket,2 days,28.523604,77.207247,In Progress
C1508,"Manhole lid broken with Manhole Overflow near school in Lajpat Nagar, life-threatening for children.",Sewage,Manhole Overflow,Lajpat Nagar,almost 10 days,28.568127,77.244667,Resolved
C1764,"Manhole lid broken with Manhole Overflow near school in Mayur Vihar Phase 1, life-threatening for children.",Sewage,Manhole Overflow,Mayur Vihar Phase 1,almost 10 days,28.610481,77.296635,Resolved
C1479,"Dangerous Missing Manhole Cover near Mother Dairy in Vasant Kunj for 2 days, multiple bike slips reported.",Roads,Missing Manhole Cover,Vasant Kunj,2 days,28.528735,77.15371,In Progress
C1302,Old banyan tree has Park Cleanliness leaning over pedestrian pathway near Community Center in Saket.,Parks,Park Cleanliness,Saket,1 week,28.523411,77.205217,Pending
C1668,Sanitation workers haven't cleared Garbage Dump near Main Market in Janakpuri Block B for past 2 days.,Sanitation,Garbage Dump,Janakpuri Block B,2 days,28.620986,77.086147,Resolved
C1565,Dense bushes and Tree Fall Hazard in Vasant Kunj park haven't been trimmed for for past 4 days.,Parks,Tree Fall Hazard,Vasant Kunj,for past 4 days,28.529384,77.153701,Pending
C1726,Continuous gridlock and Missing Signboard due to illegal encroaching near Pillar 45 in Dwarka Sector 6.,Traffic,Missing Signboard,Dwarka Sector 6,2 days,28.582829,77.062435,Pending
C1357,Contaminated foul-smelling water coming from taps in Civil Lines for 2 days.,Water,Water Contamination,Civil Lines,2 days,28.679835,77.220349,Pending
C1095,Choked drainage and Manhole Overflow outside Mother Dairy in Civil Lines for past since Monday.,Sewage,Manhole Overflow,Civil Lines,since Monday,28.678151,77.222692,Resolved
C2042,Illegal temporary stalls and Noise Pollution blocking the walkway in Indirapuram.,Other,Noise Pollution,Indirapuram,5 days,28.641383,77.371091,In Progress
C1494,Illegal waste and Garbage Dump dumped openly beside Main Market in Janakpuri Block B.,Sanitation,Garbage Dump,Janakpuri Block B,2 days,28.62025,77.086017,Resolved
C1281,No drinking water received in Noida Sector 62 due to Low Water Pressure since last 1 week.,Water,Low Water Pressure,Noida Sector 62,1 week,28.629961,77.363803,In Progress
C2043,Dense bushes and Broken Bench in Krishna Nagar park haven't been trimmed for 48 hours.,Parks,Broken Bench,Krishna Nagar,48 hours,28.65981,77.277533,Resolved
C1954,"Uncollected garbage and Illegal Dumping rotting in Pitampura for since Monday, breeding mosquitoes.",Sanitation,Illegal Dumping,Pitampura,since Monday,28.70005,77.138553,Resolved
C1709,Pack of aggressive stray dogs causing Stray Animals near Police Station in Connaught Place.,Other,Stray Animals,Connaught Place,24 hours,28.629717,77.215758,Resolved
C1966,"Major intersection in Saket has Missing Signboard near Post Office, creating chaotic traffic jam.",Traffic,Missing Signboard,Saket,3 days,28.522511,77.206328,Pending
C1086,"Heavy rain created a massive Missing Manhole Cover in Noida Sector 62, risk of fatal accidents at night.",Roads,Missing Manhole Cover,Noida Sector 62,24 hours,28.626737,77.363106,Resolved
C1226,"Urgent repair needed for Missing Manhole Cover near Metro Station, road surface completely broken.",Roads,Missing Manhole Cover,Saket,48 hours,28.524735,77.207787,Resolved
C2136,Choked drainage and Gutter Stagnation outside Police Station in Mayur Vihar Phase 1 for past 48 hours.,Sewage,Gutter Stagnation,Mayur Vihar Phase 1,48 hours,28.607688,77.29698,Pending
C1336,Loudspeakers and industrial machinery causing unbearable Noise Pollution in residential Rohini Sector 14 for 5 days.,Other,Noise Pollution,Rohini Sector 14,5 days,28.719529,77.131707,Resolved
C2016,Contaminated foul-smelling water coming from taps in Krishna Nagar for 5 days.,Water,Pipeline Burst,Krishna Nagar,5 days,28.659195,77.279712,Pending
C1223,"Uncollected garbage and Overflowing Bin rotting in Civil Lines for since last Thursday, breeding mosquitoes.",Sanitation,Overflowing Bin,Civil Lines,since last Thursday,28.676561,77.220456,Resolved
C1118,Black foul-smelling Sewage Blockage flooding the main road in Noida Sector 62 for for past 4 days.,Sewage,Sewage Blockage,Noida Sector 62,for past 4 days,28.627197,77.366748,In Progress
C1374,"Severe Low Water Pressure observed near Metro Station in Krishna Nagar, clean drinking water being wasted for 1 week.",Water,Low Water Pressure,Krishna Nagar,1 week,28.66171,77.278974,Pending
C2174,"Hazardous live Broken Street Light hanging dangerously low near Gate 2 in Mayur Vihar Phase 1, risk of electric shock.",Electrical,Broken Street Light,Mayur Vihar Phase 1,1 week,28.610676,77.293469,In Progress
C1929,"Massive Dead Animal accumulating near Pillar 45 in Connaught Place for 3 days, terrible stench.",Sanitation,Dead Animal,Connaught Place,3 days,28.629983,77.216987,Pending
C1780,"Drinking water supply in Noida Sector 62 has brown smelly Pipeline Burst for for past 4 days, health risk to residents.",Water,Pipeline Burst,Noida Sector 62,for past 4 days,28.62842,77.366674,Resolved
C1525,Missing directional signboard and Traffic Congestion near Metro Station in Connaught Place.,Traffic,Traffic Congestion,Connaught Place,1 week,28.631013,77.215229,Pending
C1531,"The road in Krishna Nagar has an unrepaired Pothole for almost 10 days, vehicles are getting damaged.",Roads,Pothole,Krishna Nagar,almost 10 days,28.658922,77.280417,Pending
C1890,"Underground sewer line has Gutter Stagnation near Govt Senior Secondary School in Rohini Sector 14, water entering ground floor homes.",Sewage,Gutter Stagnation,Rohini Sector 14,3 days,28.718988,77.132916,Resolved
C1906,"Urgent repair needed for Pothole near Metro Station, road surface completely broken.",Roads,Pothole,Indirapuram,for past 4 days,28.640407,77.371648,In Progress
C1031,"Uncollected garbage and Garbage Dump rotting in Lajpat Nagar for 1 week, breeding mosquitoes.",Sanitation,Garbage Dump,Lajpat Nagar,1 week,28.567315,77.245066,In Progress
C1621,"Massive Dead Animal accumulating near Police Station in Mayur Vihar Phase 1 for 3 days, terrible stench.",Sanitation,Dead Animal,Mayur Vihar Phase 1,3 days,28.60792,77.295285,Pending
C1980,"Major intersection in Noida Sector 62 has Illegal Parking near Railway Crossing, creating chaotic traffic jam.",Traffic,Illegal Parking,Noida Sector 62,2 days,28.627984,77.36658,In Progress
C1125,"Drinking water supply in Shahdara has brown smelly Water Contamination for almost 10 days, health risk to residents.",Water,Water Contamination,Shahdara,almost 10 days,28.67532,77.290069,Resolved
C1261,Large Road Damage right in front of Pillar 45 in Krishna Nagar. Please fix immediately.,Roads,Road Damage,Krishna Nagar,since Monday,28.659037,77.278069,Resolved
C1991,Dense bushes and Tree Fall Hazard in Civil Lines park haven't been trimmed for 5 days.,Parks,Tree Fall Hazard,Civil Lines,5 days,28.677687,77.221796,In Progress
C1535,Uncovered electrical junction box with Transformer Fault near children's park in Karol Bagh.,Electrical,Transformer Fault,Karol Bagh,1 week,28.651433,77.191844,Resolved
C2060,"Severe Water Leakage observed near Railway Crossing in Dwarka Sector 6, clean drinking water being wasted for 2 days.",Water,Water Leakage,Dwarka Sector 6,2 days,28.582961,77.061757,Pending
C1006,Continuous gridlock and Illegal Parking due to illegal encroaching near Gate 2 in Lajpat Nagar.,Traffic,Illegal Parking,Lajpat Nagar,almost 10 days,28.566612,77.242458,Pending
C1560,Distribution transformer has Exposed Wire sparking continuously near Post Office in Shahdara.,Electrical,Exposed Wire,Shahdara,3 days,28.673199,77.287539,Pending
C1990,Public walkway encroached by shops causing Stray Animals in Lajpat Nagar for since Monday.,Other,Stray Animals,Lajpat Nagar,since Monday,28.568864,77.24376,Pending
C2073,Public walkway encroached by shops causing Noise Pollution in Mayur Vihar Phase 1 for for past 4 days.,Other,Noise Pollution,Mayur Vihar Phase 1,for past 4 days,28.609765,77.295803,In Progress
C1496,Contaminated foul-smelling water coming from taps in Janakpuri Block B for 3 days.,Water,Water Leakage,Janakpuri Block B,3 days,28.622924,77.088142,Resolved
C1356,Unauthorized commercial establishment causing Public Nuisance late night in Noida Sector 62 for 5 days.,Other,Public Nuisance,Noida Sector 62,5 days,28.627471,77.36392,Pending
C1352,"Hazardous live Broken Street Light hanging dangerously low near Pillar 45 in Lajpat Nagar, risk of electric shock.",Electrical,Broken Street Light,Lajpat Nagar,3 days,28.567513,77.243735,Pending
C1121,"Urgent repair needed for Footpath Damage near Railway Crossing, road surface completely broken.",Roads,Footpath Damage,Vasant Kunj,1 week,28.529728,77.153309,In Progress
C1033,Auto-rickshaws blocking entry with Illegal Parking outside Govt Senior Secondary School in Indirapuram.,Traffic,Illegal Parking,Indirapuram,almost 10 days,28.642082,77.371229,Resolved
C1622,"Street dark and unsafe for women due to Power Outage on 3rd Cross, Civil Lines for 2 weeks.",Electrical,Power Outage,Civil Lines,2 weeks,28.678595,77.222792,Manual Review
C1915,"Key traffic junction has Missing Signboard at Vasant Kunj crossing, accidents happening daily.",Traffic,Missing Signboard,Vasant Kunj,48 hours,28.527546,77.154937,In Progress
C2051,"Massive Garbage Dump accumulating near Metro Station in Vasant Kunj for almost 10 days, terrible stench.",Sanitation,Garbage Dump,Vasant Kunj,almost 10 days,28.530146,77.153437,Resolved
C2052,No drinking water received in Karol Bagh due to Water Contamination since last 2 weeks.,Water,Water Contamination,Karol Bagh,2 weeks,28.652167,77.190703,In Progress
C1183,Underground Water Leakage near Govt Senior Secondary School causing street flooding in Rohini Sector 14.,Water,Water Leakage,Rohini Sector 14,since last Thursday,28.719761,77.132936,Pending
C1011,"Manhole lid broken with Manhole Overflow near school in Indirapuram, life-threatening for children.",Sewage,Manhole Overflow,Indirapuram,1 week,28.643489,77.369953,In Progress
C1306,"Major intersection in Krishna Nagar has Traffic Congestion near Metro Station, creating chaotic traffic jam.",Traffic,Traffic Congestion,Krishna Nagar,2 weeks,28.658988,77.280187,In Progress
C2059,Children play area has damaged swings and Overgrown Vegetation in Lajpat Nagar municipal park.,Parks,Overgrown Vegetation,Lajpat Nagar,2 days,28.568043,77.243212,In Progress
C1165,No drinking water received in Connaught Place due to Pipeline Burst since last 2 days.,Water,Pipeline Burst,Connaught Place,2 days,28.631299,77.217939,In Progress
C1828,"Key traffic junction has Traffic Signal Down at Lajpat Nagar crossing, accidents happening daily.",Traffic,Traffic Signal Down,Lajpat Nagar,almost 10 days,28.566524,77.243287,Resolved
